exp_count,finish_time,hyperparams_name,nb_epoch,finetune_epoch,mse,mae,mape,r2
,,,,,,,,
51.0,Mon Aug  3 15:59:31 2026,TaxiPT_ep5_C1_P1_T1_L1_bs64_lr1.0e-04_ext,5.0,1.0,10.477631858801074,0.8551475217757613,0.2726329692654579,-0.073542394953495
51.0,Mon Aug  3 16:55:02 2026,TaxiPT_ep5_C1_P1_T1_L1_bs64_lr1.0e-04_ext,5.0,1.0,10.48063701029603,0.8559560365853582,0.2640119369655462,-0.073850303990248
51.0,Mon Aug  3 17:02:39 2026,TaxiPT_ep5_C1_P1_T1_L1_bs64_lr1.0e-04_ext,5.0,1.0,10.479508331156962,0.8556135428082702,0.2722502001470616,-0.0737346590694856
51.0,Wed Aug  5 12:25:46 2026,TaxiPT_ep5_C1_P1_T1_L1_bs64_lr1.0e-04_ext,5.0,1.0,10.482096767637541,0.8552806502711906,0.25521901980169415,-0.07399987131744323
